company_brand,sector,stage,amount_usd,what_it_does,year,city
northern arc,Fintech,debt financing,50000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,Chennai
lenskart,Fashion,,95000000.0,Lenskart is an India-based online shopping portal for eyewear.,2021,Faridabad
parksmart,Automotive,seed,,ParkSmart is a parking management application.,2021,New Delhi
virohan,Edtech,series a,3000000.0,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,Gurugram
banksathi,Fintech,seed,200000.0,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,New Delhi
spark studio,Edtech,seed,,Online courses to build creativity and confidence in children through extra-curricular learning,2021,Bengaluru
blissclub,Fashion,seed,2000000.0,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,Bengaluru
bricspaces,Real estate,pre seed,350000.0,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,Bengaluru
ansr,Consulting,series b,15000000.0,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,Bengaluru
keito,AI company,seed,,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,Pune
reccy adventures,Sports startup,seed,400000.0,Reccy Adventures is an adventure sports startup.,2021,Gurugram
magenta ev,Renewable Energy,series a,15000000.0,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,Mumbai
karbon card,Fintech,pre series a,1000000.0,Karbon Card is a financial platform for Indian entrepreneurs.,2021,Bengaluru
wysa,AI company,series a,5000000.0,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,Bengaluru
agnikul,SpaceTech,series a,11000000.0,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,Chennai
legalpay,Fintech,seed,,A trusted financial partner for advocates and corporate.,2021,New Delhi
glamplus,SaaS,pre series a,200000.0,India's #1 SaaS based Salon experience Software,2021,Bengaluru
tekie,Edtech,seed,1500000.0,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,Gurugram
asirvad microfinance,Fintech,,15000000.0,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,Chennai
avalon labs,Fintech,pre series a,,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,Bengaluru
betterhalfai,Matrimony,pre series a,3000000.0,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,Bengaluru
koo,Social Media,series b,30000000.0,Koo App operates as a microblogging app.,2021,Bengaluru
rezoai,AI startup,seed,,Conversational AI platform - Innovate the way you communicate,2021,Noida
mentoria,Edtech,pre series a,200000.0,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,Mumbai
cuvette tech,Human Resources,seed,1800000.0,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,Bengaluru
clensta,BioTechnology,,600000.0,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,New Delhi
farmart,AgriTech,pre series a,24000000.0,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,Gurugram
kodo card,Fintech,seed,8000000.0,Kodo card is a corporate card for new economy businesses in India.,2021,Mumbai
polygon,Crypto,,,Polygon is a blockchain scalability platform.,2021,Mumbai
get my parking,Mobility,,6000000.0,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,New Delhi
cellestial,Electronics,pre series a,500000.0,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,Hyderabad
fancode,Sports startup,,50000000.0,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,Mumbai
jai kisan,Fintech,series a,30000000.0,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,Mumbai
plum,Healthcare,series a,15000000.0,High quality health insurance and health benefits,2021,Bengaluru
thatmate,Healthcare,,140000.0,ThatMate is a sexual and mental wellness app for teens.,2021,Satara
klassroom,Edtech,pre series a,200000.0,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,Mumbai
convin,SaaS,pre seed,300000.0,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,Bengaluru
mensa brands,Clothing,series a,50000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,Bengaluru
disruptium,Consulting,,200000.0,A consultancy platform for startups,2021,Ahmedabad
medtel healthcare,Healthcare,pre series a,5000000.0,An aggregator for Digital Health Clinics in low resource settings.,2021,Odisha
pickright technologies,Fintech,,200000.0,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,Bengaluru
ingenium,Edtech,seed,,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,New Delhi
bharatpe,Fintech,debt financing,6000000.0,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,New Delhi
rulezero,Tech Startup,seed,1000000.0,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,Bengaluru
rubix data sciences,IT startup,seed,800000.0,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,Mumbai
locobuzz,Analytics,series a,4000000.0,LocoBuzz is an analytics-based integrated marketing platform.,2021,Mumbai
we founder circle,Fintech,pre seed,2000000.0,"A global platform of founders for founders offering investment, network and business opportunities.",2021,Mumbai
haqdarshak,Finance,pre series a,800000.0,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,Jaipur
celcius,Logistics,seed,,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,Mumbai
enthuai,AI startup,,200000.0,Enthu.AI operates as a conversation intelligence startup.,2021,Chandigarh
myelin foundry,AI startup,pre series a,1000000.0,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,Bengaluru
superopsai,AI startup,seed,3000000.0,SuperOps.ai is an early stage startup in the MSP space.,2021,Chennai
6degree,Retail,,1000000.0,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,Mumbai
teachmint,Edtech,series a,16500000.0,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,Bengaluru
sarathi,Healthcare,seed,100000.0,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,Jodhpur
jidoka technologies,Software,seed,340000.0,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,Chennai
rapido,Transportation,series c,43000000.0,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,Bengaluru
byjus,Edtech,,150000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Bengaluru
elasticrun,E-commerce,series d,75000000.0,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,Pune
avail finance,Fintech,debt financing,3000000.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,Bengaluru
nivesh,Fintech,pre series a,1600000.0,Nivesh.com is a mass market mutual funds investment platform.,2021,Noida
thingsup,IoT platform,,1000000.0,Thingsup is an Enterprise Grade IoT Platform.,2021,Pune
arthya wealth and investments,Fintech,pre series a,1000000.0,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,Mumbai
zepto,E-commerce,,60000000.0,Grocery delivery startup,2021,Mumbai
fi,Financial Services,series b,50000000.0,Fi is a neo bank.,2021,Bengaluru
kiko live,Commerce,pre series a,1000000.0,Video-based social commerce startup,2021,Gurugram
turbohire,Computer Software,,,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,Hyderabad
the hosteller,Hospitality,pre series a,1000000.0,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,Mumbai
satsure,Defense & Space,,,SatSure is an innovative decision analytics company,2021,Bengaluru
ruptok fintech,Financial Services,pre series a,2000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,New Delhi
vilcart,Retail,,2000000.0,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,Bengaluru
dogsee chew,Food & Beverages,pre series a,7000000.0,100% Natural Dog Treats.,2021,Bengaluru
advantage club,HR Tech,pre series a,3300000.0,Advantage Club is India's largest employee engagement platform.,2021,Gurugram
trdr,Financial Services,,150000.0,TRDR is an all-new approach to investing.,2021,Bengaluru
zoomcar,Mobility,,92000000.0,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,Bengaluru
leap india,Logistics & Supply Chain,,10000000.0,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,Mumbai
